order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
2023-08-11,2023,3,8,August,Asia Pacific,Country_1,Office Supplies,Binders,Home Office,1,256.82,256.82,138.02,118.8,0.4626
2024-07-05,2024,3,7,July,Europe,Country_1,Office Supplies,Binders,Corporate,2,230.39,460.78,249.49,211.3,0.4586
2023-01-11,2023,1,1,January,North America,Country_4,Office Supplies,Pens,Home Office,2,240.87,481.73,302.18,179.55,0.3727
2022-01-05,2022,1,1,January,Europe,Country_1,Office Supplies,Paper,Home Office,3,402.11,1206.33,616.72,589.61,0.4888
2024-07-21,2024,3,7,July,Europe,Country_6,Electronics,Smartphones,Consumer,1,46.76,46.76,25.68,21.08,0.4509
2024-05-14,2024,2,5,May,Latin America,Country_8,Furniture,Beds,Consumer,7,151.23,1058.64,719.19,339.45,0.3206
2023-04-21,2023,2,4,April,North America,Country_6,Furniture,Chairs,Corporate,8,252.83,2022.62,1125.62,897.0,0.4435
2022-01-20,2022,1,1,January,Latin America,Country_5,Office Supplies,Binders,Home Office,9,356.54,3208.82,2177.26,1031.55,0.3215
2024-02-13,2024,1,2,February,North America,Country_5,Clothing,Pants,Home Office,8,192.51,1540.08,854.44,685.64,0.4452
2024-01-30,2024,1,1,January,Asia Pacific,Country_8,Clothing,Pants,Corporate,9,444.71,4002.36,2355.41,1646.95,0.4115
2022-01-05,2022,1,1,January,Europe,Country_1,Furniture,Chairs,Home Office,8,457.37,3658.94,2288.48,1370.46,0.3746
2023-06-20,2023,2,6,June,Asia Pacific,Country_5,Electronics,Laptops,Corporate,1,295.0,295.0,155.67,139.33,0.4723
2024-10-17,2024,4,10,October,North America,Country_1,Clothing,Shoes,Consumer,8,293.97,2351.73,1181.96,1169.77,0.4974
2023-06-03,2023,2,6,June,Asia Pacific,Country_9,Electronics,Smartphones,Consumer,1,88.6,88.6,51.21,37.39,0.422
2023-08-03,2023,3,8,August,Europe,Country_9,Clothing,Shoes,Consumer,2,321.75,643.51,354.88,288.63,0.4485
2022-06-16,2022,2,6,June,North America,Country_9,Clothing,Shoes,Consumer,1,266.62,266.62,188.38,78.24,0.2935
2024-10-02,2024,4,10,October,Latin America,Country_2,Furniture,Chairs,Home Office,7,271.3,1899.1,1271.19,627.91,0.3306
2022-01-10,2022,1,1,January,Latin America,Country_4,Office Supplies,Pens,Consumer,5,365.94,1829.71,1459.03,370.68,0.2026
2023-10-23,2023,4,10,October,Asia Pacific,Country_1,Office Supplies,Binders,Corporate,7,470.73,3295.12,2252.76,1042.35,0.3163
2024-03-28,2024,1,3,March,North America,Country_6,Clothing,Shirts,Consumer,7,266.78,1867.43,1231.88,635.55,0.3403
2023-11-28,2023,4,11,November,North America,Country_7,Furniture,Beds,Consumer,2,488.01,976.02,554.44,421.57,0.4319
2023-07-27,2023,3,7,July,Europe,Country_8,Furniture,Beds,Home Office,5,104.54,522.7,395.24,127.45,0.2438
2023-10-23,2023,4,10,October,Europe,Country_1,Furniture,Chairs,Home Office,2,388.38,776.75,402.0,374.75,0.4825
2023-01-18,2023,1,1,January,North America,Country_4,Furniture,Chairs,Home Office,6,143.89,863.33,568.17,295.16,0.3419
2022-03-07,2022,1,3,March,North America,Country_8,Furniture,Chairs,Consumer,2,416.7,833.4,460.08,373.33,0.448
2023-03-10,2023,1,3,March,Europe,Country_7,Electronics,Smartphones,Consumer,7,320.08,2240.59,1723.52,517.08,0.2308
2022-01-23,2022,1,1,January,Europe,Country_7,Office Supplies,Binders,Corporate,4,215.16,860.64,667.71,192.92,0.2242
2023-07-11,2023,3,7,July,Latin America,Country_6,Clothing,Pants,Corporate,8,373.65,2989.23,2002.24,986.99,0.3302
2024-06-08,2024,2,6,June,Europe,Country_4,Electronics,Tablets,Consumer,3,129.05,387.15,243.88,143.27,0.3701
2024-10-08,2024,4,10,October,Latin America,Country_9,Clothing,Shoes,Consumer,3,122.46,367.37,283.24,84.13,0.229
2024-07-30,2024,3,7,July,Asia Pacific,Country_8,Electronics,Laptops,Corporate,5,439.68,2198.38,1279.16,919.22,0.4181
2023-05-12,2023,2,5,May,Asia Pacific,Country_4,Electronics,Laptops,Corporate,2,174.8,349.59,221.04,128.56,0.3677
2022-10-29,2022,4,10,October,North America,Country_5,Clothing,Pants,Corporate,6,59.4,356.42,239.59,116.83,0.3278
2024-11-26,2024,4,11,November,Europe,Country_8,Clothing,Pants,Home Office,4,328.72,1314.86,889.43,425.43,0.3236
2022-01-19,2022,1,1,January,Latin America,Country_5,Furniture,Beds,Corporate,1,252.98,252.98,170.26,82.73,0.327
2023-09-08,2023,3,9,September,Asia Pacific,Country_1,Electronics,Smartphones,Home Office,1,15.43,15.43,10.31,5.13,0.3321
2023-03-01,2023,1,3,March,Latin America,Country_2,Office Supplies,Pens,Corporate,7,229.09,1603.65,1267.97,335.68,0.2093
2024-07-03,2024,3,7,July,Latin America,Country_4,Electronics,Laptops,Home Office,9,90.65,815.83,538.02,277.81,0.3405
2024-06-19,2024,2,6,June,Asia Pacific,Country_1,Furniture,Chairs,Consumer,9,255.53,2299.76,1770.04,529.72,0.2303
2022-08-29,2022,3,8,August,Europe,Country_7,Furniture,Tables,Home Office,9,29.77,267.89,136.39,131.49,0.4909
2023-03-08,2023,1,3,March,Asia Pacific,Country_1,Furniture,Beds,Consumer,1,486.66,486.66,387.6,99.06,0.2036
2023-10-25,2023,4,10,October,Latin America,Country_4,Clothing,Shoes,Consumer,5,297.33,1486.66,1187.51,299.15,0.2012
2022-04-25,2022,2,4,April,Latin America,Country_5,Electronics,Laptops,Corporate,4,323.14,1292.56,846.99,445.56,0.3447
2022-03-28,2022,1,3,March,Europe,Country_3,Office Supplies,Paper,Corporate,1,402.36,402.36,292.47,109.89,0.2731
2023-02-19,2023,1,2,February,Asia Pacific,Country_1,Office Supplies,Binders,Home Office,5,203.77,1018.85,715.77,303.08,0.2975
2023-06-03,2023,2,6,June,Latin America,Country_4,Electronics,Laptops,Consumer,5,93.74,468.72,271.43,197.29,0.4209
2022-09-17,2022,3,9,September,Asia Pacific,Country_3,Clothing,Shirts,Home Office,5,376.99,1884.96,1029.06,855.9,0.4541
2022-04-03,2022,2,4,April,Latin America,Country_6,Office Supplies,Binders,Home Office,9,291.45,2623.04,1832.63,790.41,0.3013
2023-11-11,2023,4,11,November,Latin America,Country_5,Office Supplies,Paper,Home Office,1,225.29,225.29,157.27,68.02,0.3019
2024-06-03,2024,2,6,June,Europe,Country_9,Office Supplies,Paper,Consumer,1,47.72,47.72,34.09,13.63,0.2856
2023-09-27,2023,3,9,September,Europe,Country_4,Office Supplies,Paper,Corporate,2,278.41,556.81,321.01,235.8,0.4235
2023-09-26,2023,3,9,September,Latin America,Country_3,Clothing,Shirts,Home Office,5,146.49,732.45,517.09,215.36,0.294
2023-01-07,2023,1,1,January,Latin America,Country_5,Electronics,Laptops,Corporate,8,330.99,2647.95,1435.53,1212.42,0.4579
2023-05-10,2023,2,5,May,North America,Country_7,Electronics,Smartphones,Home Office,7,499.96,3499.69,2003.29,1496.4,0.4276
2024-08-07,2024,3,8,August,Latin America,Country_2,Electronics,Tablets,Corporate,7,264.03,1848.24,1095.95,752.29,0.407
2023-08-30,2023,3,8,August,Europe,Country_9,Electronics,Tablets,Home Office,5,484.06,2420.28,1901.4,518.88,0.2144
2022-05-04,2022,2,5,May,Asia Pacific,Country_1,Furniture,Tables,Consumer,7,471.26,3298.82,2261.52,1037.3,0.3144
2022-12-19,2022,4,12,December,North America,Country_4,Clothing,Shirts,Home Office,2,112.48,224.97,129.31,95.65,0.4252
2023-07-22,2023,3,7,July,North America,Country_8,Furniture,Beds,Consumer,6,100.8,604.77,425.9,178.88,0.2958
2023-01-09,2023,1,1,January,Asia Pacific,Country_8,Clothing,Shoes,Corporate,9,462.36,4161.25,3052.34,1108.91,0.2665
2024-06-09,2024,2,6,June,North America,Country_2,Clothing,Shirts,Corporate,5,40.17,200.87,111.06,89.81,0.4471
2023-12-19,2023,4,12,December,Latin America,Country_8,Clothing,Shirts,Home Office,2,113.36,226.73,149.96,76.77,0.3386
2022-03-18,2022,1,3,March,Asia Pacific,Country_1,Clothing,Pants,Corporate,1,397.28,397.28,291.38,105.9,0.2666
2024-10-04,2024,4,10,October,Latin America,Country_2,Furniture,Beds,Corporate,5,35.61,178.06,139.79,38.27,0.2149
2024-12-24,2024,4,12,December,Asia Pacific,Country_9,Furniture,Tables,Home Office,1,371.8,371.8,255.09,116.71,0.3139
2023-03-03,2023,1,3,March,Europe,Country_6,Clothing,Shoes,Consumer,9,90.08,810.69,624.59,186.1,0.2296
2023-06-20,2023,2,6,June,North America,Country_4,Office Supplies,Pens,Home Office,1,238.87,238.87,183.53,55.34,0.2317
2024-06-13,2024,2,6,June,Asia Pacific,Country_1,Clothing,Shirts,Corporate,6,357.77,2146.6,1571.87,574.72,0.2677
2023-11-11,2023,4,11,November,Latin America,Country_8,Electronics,Laptops,Corporate,4,62.51,250.06,190.24,59.81,0.2392
2023-10-18,2023,4,10,October,North America,Country_6,Clothing,Pants,Corporate,7,197.88,1385.16,997.27,387.89,0.28
2024-11-27,2024,4,11,November,North America,Country_4,Electronics,Tablets,Corporate,6,87.24,523.45,393.72,129.73,0.2478
2024-07-19,2024,3,7,July,Asia Pacific,Country_2,Clothing,Shirts,Consumer,4,421.06,1684.26,1244.11,440.15,0.2613
2023-04-14,2023,2,4,April,Latin America,Country_6,Office Supplies,Binders,Corporate,2,133.94,267.89,151.3,116.59,0.4352
2024-12-18,2024,4,12,December,Asia Pacific,Country_1,Furniture,Tables,Home Office,5,367.1,1835.5,1072.15,763.35,0.4159
2022-04-06,2022,2,4,April,Europe,Country_6,Clothing,Pants,Consumer,3,181.88,545.65,362.96,182.69,0.3348
2022-11-19,2022,4,11,November,Latin America,Country_6,Electronics,Laptops,Consumer,8,303.14,2425.13,1856.03,569.1,0.2347
2022-05-21,2022,2,5,May,Asia Pacific,Country_8,Furniture,Beds,Consumer,9,227.02,2043.19,1382.19,661.0,0.3235
2023-08-01,2023,3,8,August,Asia Pacific,Country_3,Electronics,Laptops,Consumer,2,187.65,375.3,246.99,128.31,0.3419
2022-10-16,2022,4,10,October,North America,Country_8,Electronics,Tablets,Consumer,3,372.62,1117.86,888.54,229.32,0.2051
2022-01-20,2022,1,1,January,Latin America,Country_7,Electronics,Smartphones,Consumer,2,274.38,548.76,362.98,185.77,0.3385
2024-12-16,2024,4,12,December,North America,Country_1,Office Supplies,Pens,Consumer,9,65.3,587.71,363.19,224.52,0.382
2023-01-21,2023,1,1,January,North America,Country_4,Furniture,Chairs,Consumer,6,202.78,1216.68,699.37,517.31,0.4252
2023-04-08,2023,2,4,April,Europe,Country_5,Clothing,Pants,Home Office,7,337.76,2364.34,1337.19,1027.15,0.4344
2022-12-20,2022,4,12,December,Europe,Country_1,Office Supplies,Pens,Corporate,2,249.31,498.62,350.25,148.37,0.2976
2023-11-14,2023,4,11,November,North America,Country_1,Clothing,Shirts,Home Office,7,98.23,687.59,381.01,306.58,0.4459
2022-07-26,2022,3,7,July,Asia Pacific,Country_7,Furniture,Chairs,Corporate,5,316.99,1584.97,991.09,593.88,0.3747
2022-01-05,2022,1,1,January,Latin America,Country_9,Office Supplies,Pens,Corporate,7,72.41,506.89,318.97,187.91,0.3707
2022-03-21,2022,1,3,March,Latin America,Country_6,Clothing,Pants,Home Office,8,415.7,3325.6,2219.73,1105.87,0.3325
2022-06-23,2022,2,6,June,North America,Country_5,Clothing,Shoes,Home Office,7,351.41,2459.86,1893.93,565.93,0.2301
2024-10-09,2024,4,10,October,Latin America,Country_2,Electronics,Tablets,Home Office,5,86.56,432.81,224.42,208.39,0.4815
2023-12-21,2023,4,12,December,Europe,Country_3,Furniture,Beds,Home Office,7,121.61,851.27,479.79,371.48,0.4364
2022-05-17,2022,2,5,May,Europe,Country_2,Clothing,Shirts,Home Office,3,195.65,586.96,294.12,292.85,0.4989
2022-05-26,2022,2,5,May,Latin America,Country_5,Electronics,Laptops,Home Office,8,258.29,2066.34,1363.24,703.11,0.3403
2024-12-23,2024,4,12,December,Asia Pacific,Country_2,Office Supplies,Paper,Corporate,9,24.32,218.9,147.22,71.67,0.3274
2023-10-26,2023,4,10,October,Latin America,Country_1,Clothing,Pants,Home Office,7,122.24,855.68,530.79,324.9,0.3797
2022-03-23,2022,1,3,March,North America,Country_7,Clothing,Shoes,Corporate,3,135.79,407.38,314.48,92.91,0.2281
2024-12-21,2024,4,12,December,North America,Country_6,Electronics,Laptops,Home Office,1,221.64,221.64,136.73,84.91,0.3831
2024-10-18,2024,4,10,October,Latin America,Country_7,Electronics,Laptops,Corporate,5,317.1,1585.49,1011.08,574.41,0.3623
2023-05-16,2023,2,5,May,Europe,Country_7,Electronics,Laptops,Consumer,4,39.78,159.13,125.26,33.87,0.2129
2022-09-04,2022,3,9,September,Europe,Country_2,Clothing,Shoes,Corporate,5,21.09,105.44,81.04,24.4,0.2314
2024-05-23,2024,2,5,May,North America,Country_2,Electronics,Laptops,Corporate,5,107.98,539.91,369.28,170.63,0.316
2022-01-30,2022,1,1,January,North America,Country_3,Office Supplies,Pens,Corporate,3,166.43,499.3,251.67,247.63,0.4959
2023-05-17,2023,2,5,May,Europe,Country_3,Electronics,Laptops,Home Office,6,36.15,216.89,134.35,82.55,0.3806
2023-06-07,2023,2,6,June,Asia Pacific,Country_2,Clothing,Shoes,Home Office,7,126.79,887.55,496.48,391.07,0.4406
2023-01-16,2023,1,1,January,Europe,Country_7,Electronics,Smartphones,Consumer,8,159.48,1275.84,906.56,369.28,0.2894
2023-07-24,2023,3,7,July,Europe,Country_6,Electronics,Tablets,Corporate,5,191.11,955.57,613.67,341.9,0.3578
2023-11-07,2023,4,11,November,Latin America,Country_7,Clothing,Pants,Home Office,1,242.75,242.75,174.03,68.72,0.2831
2022-09-21,2022,3,9,September,Asia Pacific,Country_7,Clothing,Pants,Home Office,9,348.55,3136.97,1849.26,1287.71,0.4105
2024-07-30,2024,3,7,July,Asia Pacific,Country_7,Office Supplies,Binders,Home Office,6,120.98,725.91,521.27,204.64,0.2819
2022-12-22,2022,4,12,December,Latin America,Country_4,Furniture,Chairs,Consumer,8,187.33,1498.62,1133.44,365.18,0.2437
2024-11-25,2024,4,11,November,Latin America,Country_1,Furniture,Chairs,Corporate,4,229.19,916.75,661.08,255.66,0.2789
2023-05-21,2023,2,5,May,Asia Pacific,Country_8,Electronics,Tablets,Corporate,5,191.6,958.02,683.69,274.32,0.2863
2023-10-01,2023,4,10,October,North America,Country_9,Office Supplies,Binders,Consumer,3,325.86,977.59,572.07,405.52,0.4148
2023-07-24,2023,3,7,July,Latin America,Country_4,Furniture,Beds,Corporate,3,139.5,418.51,265.13,153.38,0.3665
2024-02-12,2024,1,2,February,Europe,Country_4,Electronics,Laptops,Home Office,4,233.15,932.59,492.77,439.83,0.4716
2023-07-22,2023,3,7,July,Europe,Country_9,Clothing,Shirts,Home Office,4,377.42,1509.69,843.41,666.28,0.4413
2022-10-06,2022,4,10,October,Asia Pacific,Country_5,Furniture,Chairs,Home Office,4,477.37,1909.5,1266.57,642.93,0.3367
2024-07-17,2024,3,7,July,Asia Pacific,Country_5,Clothing,Pants,Corporate,5,280.24,1401.19,845.4,555.78,0.3967
2024-04-13,2024,2,4,April,North America,Country_3,Office Supplies,Paper,Consumer,8,478.13,3825.07,3001.12,823.95,0.2154
2024-11-08,2024,4,11,November,Latin America,Country_7,Electronics,Laptops,Home Office,2,363.67,727.33,374.19,353.14,0.4855
2024-06-20,2024,2,6,June,Latin America,Country_5,Furniture,Chairs,Corporate,4,142.31,569.22,390.95,178.27,0.3132
2024-04-12,2024,2,4,April,Asia Pacific,Country_4,Electronics,Laptops,Home Office,4,35.31,141.24,107.57,33.67,0.2384
2022-03-02,2022,1,3,March,North America,Country_2,Furniture,Chairs,Corporate,2,167.5,335.0,194.13,140.87,0.4205
2022-03-16,2022,1,3,March,Europe,Country_8,Office Supplies,Pens,Home Office,8,72.63,581.08,358.79,222.28,0.3825
2024-08-27,2024,3,8,August,Asia Pacific,Country_2,Furniture,Tables,Home Office,6,415.64,2493.82,1871.04,622.79,0.2497
2024-01-14,2024,1,1,January,North America,Country_6,Clothing,Pants,Home Office,9,140.18,1261.58,903.96,357.62,0.2835
2022-09-19,2022,3,9,September,North America,Country_7,Office Supplies,Pens,Corporate,2,435.16,870.32,626.58,243.74,0.2801
2023-11-26,2023,4,11,November,North America,Country_1,Office Supplies,Paper,Consumer,4,402.67,1610.69,1232.39,378.3,0.2349
2023-01-05,2023,1,1,January,Europe,Country_2,Clothing,Pants,Home Office,3,215.41,646.24,481.0,165.24,0.2557
2024-04-08,2024,2,4,April,Latin America,Country_9,Clothing,Pants,Corporate,1,296.24,296.24,233.96,62.28,0.2102
2024-01-27,2024,1,1,January,Asia Pacific,Country_3,Clothing,Shoes,Corporate,2,218.1,436.2,347.31,88.88,0.2038
2022-01-25,2022,1,1,January,Asia Pacific,Country_3,Electronics,Smartphones,Consumer,3,456.13,1368.38,930.32,438.05,0.3201
2023-07-24,2023,3,7,July,Latin America,Country_6,Clothing,Shirts,Corporate,2,486.34,972.67,688.07,284.61,0.2926
2024-10-31,2024,4,10,October,Europe,Country_9,Office Supplies,Binders,Consumer,4,431.73,1726.94,1305.41,421.53,0.2441
2022-10-24,2022,4,10,October,Asia Pacific,Country_9,Furniture,Beds,Home Office,2,293.55,587.1,416.81,170.29,0.2901
2023-10-17,2023,4,10,October,Asia Pacific,Country_5,Electronics,Smartphones,Consumer,5,158.33,791.63,423.58,368.05,0.4649
2023-02-21,2023,1,2,February,Europe,Country_2,Furniture,Chairs,Corporate,7,182.07,1274.5,969.67,304.84,0.2392
2022-04-09,2022,2,4,April,Europe,Country_9,Furniture,Beds,Home Office,4,322.75,1291.0,777.33,513.67,0.3979
2024-11-26,2024,4,11,November,Latin America,Country_2,Office Supplies,Paper,Home Office,7,55.05,385.35,249.86,135.49,0.3516
2023-03-19,2023,1,3,March,Europe,Country_7,Electronics,Laptops,Consumer,3,144.68,434.03,336.83,97.19,0.2239
2023-11-04,2023,4,11,November,North America,Country_1,Furniture,Beds,Corporate,5,472.46,2362.3,1288.55,1073.75,0.4545
2023-08-15,2023,3,8,August,Europe,Country_8,Office Supplies,Pens,Corporate,4,489.04,1956.15,1561.7,394.45,0.2016
2023-11-07,2023,4,11,November,Europe,Country_5,Clothing,Pants,Corporate,4,188.11,752.43,424.27,328.16,0.4361
2023-02-13,2023,1,2,February,Europe,Country_3,Office Supplies,Paper,Home Office,4,241.23,964.93,683.54,281.39,0.2916
2023-10-04,2023,4,10,October,Asia Pacific,Country_6,Clothing,Pants,Corporate,3,409.37,1228.11,691.38,536.73,0.437
2024-08-04,2024,3,8,August,North America,Country_8,Electronics,Tablets,Consumer,3,325.83,977.5,520.03,457.48,0.468
2024-10-24,2024,4,10,October,Asia Pacific,Country_8,Office Supplies,Paper,Corporate,6,30.42,182.53,134.61,47.93,0.2626
2023-10-31,2023,4,10,October,Asia Pacific,Country_8,Office Supplies,Pens,Home Office,4,245.52,982.1,767.5,214.6,0.2185
2023-06-05,2023,2,6,June,Latin America,Country_8,Office Supplies,Paper,Home Office,6,316.6,1899.59,1409.71,489.88,0.2579
2024-05-27,2024,2,5,May,Latin America,Country_2,Clothing,Pants,Corporate,9,12.71,114.35,85.7,28.66,0.2506
2023-12-28,2023,4,12,December,Asia Pacific,Country_5,Furniture,Tables,Corporate,5,289.66,1448.28,776.1,672.18,0.4641
2024-12-16,2024,4,12,December,Asia Pacific,Country_1,Office Supplies,Paper,Consumer,8,173.03,1384.27,820.85,563.42,0.407
2022-12-27,2022,4,12,December,North America,Country_2,Clothing,Shirts,Corporate,8,261.8,2094.37,1331.53,762.83,0.3642
2024-08-01,2024,3,8,August,Asia Pacific,Country_7,Electronics,Laptops,Corporate,7,143.57,1005.0,736.86,268.14,0.2668
2022-07-18,2022,3,7,July,Asia Pacific,Country_8,Office Supplies,Paper,Corporate,1,146.99,146.99,93.09,53.9,0.3667
2024-10-12,2024,4,10,October,Europe,Country_2,Clothing,Shoes,Corporate,6,428.52,2571.13,1951.34,619.79,0.2411
2023-02-27,2023,1,2,February,Europe,Country_5,Office Supplies,Paper,Corporate,8,216.86,1734.85,1324.02,410.83,0.2368
2024-01-14,2024,1,1,January,Europe,Country_3,Office Supplies,Paper,Home Office,1,423.17,423.17,221.84,201.34,0.4758
2024-01-04,2024,1,1,January,Asia Pacific,Country_6,Electronics,Smartphones,Corporate,2,280.73,561.46,339.82,221.64,0.3948
2023-01-16,2023,1,1,January,Asia Pacific,Country_9,Office Supplies,Binders,Consumer,4,226.84,907.35,478.37,428.98,0.4728
2022-08-23,2022,3,8,August,Asia Pacific,Country_8,Clothing,Shoes,Home Office,8,207.41,1659.27,838.01,821.27,0.495
2024-05-22,2024,2,5,May,Asia Pacific,Country_1,Clothing,Pants,Home Office,2,242.71,485.43,269.5,215.93,0.4448
2024-03-28,2024,1,3,March,North America,Country_8,Clothing,Shoes,Consumer,3,406.67,1220.0,904.92,315.08,0.2583
2022-07-22,2022,3,7,July,Latin America,Country_8,Office Supplies,Paper,Consumer,4,471.07,1884.26,1043.68,840.58,0.4461
2023-04-08,2023,2,4,April,North America,Country_1,Office Supplies,Paper,Consumer,8,112.16,897.24,466.35,430.9,0.4802
2023-04-05,2023,2,4,April,Europe,Country_8,Furniture,Beds,Consumer,7,144.55,1011.87,659.97,351.9,0.3478
2022-02-06,2022,1,2,February,Europe,Country_1,Electronics,Tablets,Consumer,9,289.52,2605.64,1520.26,1085.38,0.4165
2023-11-27,2023,4,11,November,North America,Country_4,Electronics,Smartphones,Consumer,8,88.24,705.95,365.86,340.09,0.4817
2022-04-17,2022,2,4,April,Latin America,Country_4,Office Supplies,Paper,Consumer,5,399.2,1996.01,1440.28,555.73,0.2784
2022-09-25,2022,3,9,September,North America,Country_6,Clothing,Shoes,Home Office,2,477.16,954.32,489.83,464.49,0.4867
2022-04-20,2022,2,4,April,North America,Country_6,Furniture,Beds,Corporate,4,49.33,197.32,126.98,70.34,0.3565
2024-07-25,2024,3,7,July,Asia Pacific,Country_6,Office Supplies,Binders,Consumer,6,429.0,2573.98,1651.55,922.43,0.3584
2024-02-28,2024,1,2,February,Asia Pacific,Country_7,Clothing,Shirts,Consumer,8,204.52,1636.13,962.84,673.29,0.4115
2022-09-26,2022,3,9,September,Europe,Country_3,Electronics,Smartphones,Home Office,7,471.92,3303.41,2483.05,820.37,0.2483
2024-01-03,2024,1,1,January,Europe,Country_4,Office Supplies,Binders,Corporate,6,476.13,2856.75,2173.32,683.43,0.2392
2024-02-23,2024,1,2,February,Europe,Country_1,Electronics,Tablets,Corporate,9,26.92,242.32,128.75,113.57,0.4687
2024-09-13,2024,3,9,September,North America,Country_4,Electronics,Laptops,Home Office,2,259.49,518.97,326.22,192.76,0.3714
